paese,isrc,uri,genres,danceability,energy,speechiness,acousticness,instrumentalness,valence,tempo
Danimarca,DKADG2400313,spotify:track:32gKenhuc62phw2Uyxyinl,"['danish hip hop', 'danish pop']",0.873,0.849,0.104,0.0665,0,0.798,122.981
Ecuador,USUM72318216,spotify:track:7bywjHOc0wSjGGbj04XbVi,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.774,0.86,0.13,0.131,0,0.446,100.019
Ecuador,USSD12400112,spotify:track:5bi0gh89wRuH2OgjdAKFsb,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",0.725,0.709,0.129,0.321,0.000189,0.648,99.993
Ecuador,QZL382406049,spotify:track:6XjDF6nds4DE2BBbagZol6,['reggaeton chileno'],0.791,0.499,0.0509,0.446,2.41e-05,0.669,99.986
Ecuador,USB271010155,spotify:track:3KZCP2StVGdWkOKyRZNWA4,"['reggaeton', 'trap latino', 'urbano latino']",0.841,0.774,0.0421,0.117,2.66e-06,0.494,95.006
Ecuador,QMFME2364199,spotify:track:7iQXYTyuG13aoeHxGG28Nh,"['reggaeton', 'trap latino', 'urbano latino']",0.911,0.778,0.262,0.0887,2.16e-05,0.345,96.057
Ecuador,QZXD92300025,spotify:track:7s4emXHJwAuo5VvGBXmnBL,"['trap latino', 'urbano latino']",0.794,0.729,0.111,0.181,0,0.54,92.967
Ecuador,USUG12402595,spotify:track:0rNqDh9zWWJVTLS4VfceHP,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.805,0.89,0.0634,0.0704,0,0.489,93.037
Ecuador,QZDYA1800087,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.835,0.679,0.0364,0.583,1.98e-06,0.85,124.98
Ecuador,USWL12401327,spotify:track:0LZy30mVmxqUpdQmaXKXBd,"['reggaeton', 'trap latino', 'urbano latino']",0.786,0.854,0.0741,0.169,2.39e-05,0.522,117.994
Ecuador,USUM72222552,spotify:track:505v13epFXodT9fVAJ6h8k,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.912,0.7,0.068,0.163,0,0.535,106.981
Ecuador,USUG12305257,spotify:track:5RqSsdzTNPX1uzkmlHCFvK,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.841,0.738,0.307,0.52,0,0.484,169.918
Ecuador,USUM72215366,spotify:track:2CeKVsFFXG4QzA415QygGb,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.865,0.573,0.0678,0.0863,0,0.563,94.999
Ecuador,USWL12302952,spotify:track:7iUtQNMRB8ZkKC4AmEuCJC,"['reggaeton', 'trap latino', 'urbano latino']",0.8,0.738,0.0691,0.372,0.00877,0.267,103.008
Ecuador,USUM72304895,spotify:track:1hZsWUnLbqRw09jLAMQSsb,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.858,0.665,0.152,0.126,0,0.659,100.09
Ecuador,USSD12300400,spotify:track:4bw8mcDUSRWfQo63ZTYRnU,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.909,0.762,0.0643,0.434,0,0.843,101.987
Ecuador,QZZ662405291,spotify:track:16flcJEZHzqoSRv7Ku5gjJ,[],0.739,0.671,0.141,0.271,2.92e-05,0.778,170.012
Ecuador,USWL12400226,spotify:track:4wS0TnQzVkY9ML1BPKpOk1,"['trap argentino', 'trap latino', 'urbano latino']",0.646,0.907,0.0593,0.422,0,0.816,168.004
Ecuador,USA2P2357356,spotify:track:0R6NfOiLzLj4O5VbYSJAjf,['sad sierreno'],0.751,0.819,0.0409,0.255,0,0.697,131.842
Ecuador,USSD12400106,spotify:track:7y91nQBMhyeHWTn9wVvhKl,"['colombian pop', 'latin pop', 'latin viral pop', 'reggaeton colombiano']",0.768,0.679,0.0411,0.656,3.66e-05,0.948,89.975
Ecuador,USUM72211935,spotify:track:0T2pB7P1VdXPhLdQZ488uH,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.709,0.56,0.171,0.034,0,0.541,170.082
Ecuador,USUM72401566,spotify:track:6BpZpCM8d8FJnVnr1IbnFL,"['trap boricua', 'urbano latino']",0.769,0.842,0.0446,0.169,3.23e-05,0.417,97.04
Ecuador,USB271010152,spotify:track:6URNgz911jj10KXTFtevcS,"['reggaeton', 'trap latino', 'urbano latino']",0.893,0.785,0.0812,0.0394,0,0.93,96.039
Ecuador,USSD12300302,spotify:track:2kz1YOhJiNubjigR1gB1VX,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",0.845,0.795,0.0681,0.343,1.78e-05,0.681,94.969
Ecuador,USUYG1017706,spotify:track:5YJ4BVvTFmVCxUyhKejHfR,"['latin hip hop', 'rap boricua', 'reggaeton', 'trap latino', 'urbano latino']",0.815,0.856,0.122,0.4,8.34e-05,0.872,91.995
Ecuador,UYB282476005,spotify:track:1O1VvCshhDw3XIOOcfLziL,"['r&b en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol', 'urbano latino']",0.642,0.388,0.476,0.47,0,0.25,81.231
Egitto,AEA182400030,spotify:track:0TchhsYsdtIsY6HCJ0YQWL,"['egyptian pop', 'mahraganat']",0.774,0.856,0.0472,0.467,0,0.9,107.991
Egitto,QM6MZ2420140,spotify:track:2qU4cGVCZ6CJQ8RjMHvGvp,[],0.951,0.878,0.0497,0.0673,4.1e-05,0.94,110.006
Egitto,DGA0Q2394751,spotify:track:0zyAjQxKKcs5UAdctKc0xR,['egyptian viral pop'],0.732,0.892,0.121,0.47,0,0.797,109.975
Egitto,EGA272103841,spotify:track:2CA1VER7dNNdgDyH9iL3BE,"['egyptian pop', 'mahraganat']",0.795,0.921,0.13,0.307,0,0.439,109.946
Egitto,DGA062306885,spotify:track:3uwYsiS1nnYDfVQMBbdX2B,['mahraganat'],0.883,0.888,0.107,0.331,0,0.827,107.015
Egitto,EGA1K2401383,spotify:track:4CJIs5dygfQCbByVKAnK2T,"['arab pop', 'egyptian pop']",0.738,0.544,0.037,0.679,0.0207,0.778,96.006
Egitto,QZZ662435459,spotify:track:2uq6KhwXlCogpNTmN1cq7x,['egyptian viral pop'],0.886,0.937,0.0665,0.129,0,0.841,110.019
Egitto,EGA1K2400800,spotify:track:3tfiVsnpCzewE8rPpsRIL6,"['egyptian hip hop', 'egyptian trap']",0.719,0.556,0.253,0.276,0,0.406,116.996
Egitto,EGA272103832,spotify:track:7kNyHl1MLu8p3jQmqRgFgQ,"['egyptian pop', 'mahraganat', 'shaabi']",0.882,0.949,0.107,0.054,0,0.838,114.005
Egitto,QMFME2353182,spotify:track:6m8vcn1JPflk8xBoFsaPDP,"['egyptian hip hop', 'egyptian trap']",0.797,0.614,0.0616,0.379,0,0.363,111.989
Egitto,EGA010560154,spotify:track:535QXmpOSHUMTw46lNJkj5,['egyptian trap'],0.879,0.679,0.199,0.214,0,0.363,124.997
Egitto,DGA0M2379608,spotify:track:7ME2ZENU0G5H7IlnPbWvOv,"['arab pop', 'shaabi']",0.89,0.917,0.0443,0.12,0,0.771,110.003
Egitto,EGA1K2400045,spotify:track:2Heqj9jtxarmecKxycGSWn,"['arab pop', 'egyptian pop']",0.556,0.675,0.0564,0.487,3.53e-05,0.742,167.826
Egitto,EGA1K2302339,spotify:track:3WOiSsqfXPZAtGTr2PFj6S,['egyptian trap'],0.706,0.467,0.0401,0.575,0,0.224,100.045
Egitto,EGA1K2302970,spotify:track:2WuP742LZAVBU21UQXkj5e,"['arab pop', 'egyptian pop']",0.711,0.642,0.0487,0.111,0,0.757,83.958
Egitto,QMFME2353176,spotify:track:0ZGmHDAUSgGV5mCUbtYFe7,"['egyptian hip hop', 'egyptian trap']",0.596,0.694,0.0345,0.134,0,0.27,160.003
Egitto,DGA0H2333779,spotify:track:1qhODkCMlYY22JflCKJQnz,['mahraganat'],0.754,0.843,0.113,0.357,0,0.953,107.99
Egitto,EGA252201974,spotify:track:5kdlxZ5skOYY3VK8RlfEIZ,"['egyptian hip hop', 'egyptian trap']",0.78,0.59,0.132,0.487,1.07e-05,0.66,104.977
Egitto,QZHN62469080,spotify:track:2t0LrmYXjzK0ZeVlTcXjvN,['egyptian viral pop'],0.89,0.878,0.0749,0.231,0,0.929,120.05
Egitto,EGA1K2200052,spotify:track:6yVGUtmHwDsqqXs1Lak423,"['arab pop', 'egyptian pop']",0.516,0.675,0.0287,0.137,0,0.443,129.963
Egitto,EGA272103753,spotify:track:0T61bGOEKCv09tvbbiXb8u,"['egyptian pop', 'mahraganat']",0.839,0.922,0.063,0.129,0,0.882,109.988
Egitto,QMDA62215045,spotify:track:4vIbws1xp082bv0zl8vLaJ,"['arab alternative', 'egyptian alternative', 'egyptian pop', 'egyptian rock']",0.74,0.507,0.118,0.373,0.000201,0.551,103.993
Egitto,QZ4UU2300693,spotify:track:2FFtVrD5IEy4pgY1DFz8nV,['egyptian viral pop'],0.735,0.512,0.274,0.733,1.22e-06,0.729,104.966
Egitto,USSD12400112,spotify:track:5bi0gh89wRuH2OgjdAKFsb,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",0.725,0.709,0.129,0.321,0.000189,0.648,99.993
Egitto,EGA1K2204024,spotify:track:5BiSAqXhrMRoxvDd34vBXT,"['arab pop', 'egyptian pop']",0.625,0.585,0.0367,0.245,0,0.461,163.925
El_Salvador,USUM72318216,spotify:track:7bywjHOc0wSjGGbj04XbVi,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.774,0.86,0.13,0.131,0,0.446,100.019
El_Salvador,QZL382406049,spotify:track:6XjDF6nds4DE2BBbagZol6,['reggaeton chileno'],0.791,0.499,0.0509,0.446,2.41e-05,0.669,99.986
El_Salvador,USSD12400112,spotify:track:5bi0gh89wRuH2OgjdAKFsb,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",0.725,0.709,0.129,0.321,0.000189,0.648,99.993
El_Salvador,USB271010155,spotify:track:3KZCP2StVGdWkOKyRZNWA4,"['reggaeton', 'trap latino', 'urbano latino']",0.841,0.774,0.0421,0.117,2.66e-06,0.494,95.006
El_Salvador,QMFME2364199,spotify:track:7iQXYTyuG13aoeHxGG28Nh,"['reggaeton', 'trap latino', 'urbano latino']",0.911,0.778,0.262,0.0887,2.16e-05,0.345,96.057
El_Salvador,USWL12401327,spotify:track:0LZy30mVmxqUpdQmaXKXBd,"['reggaeton', 'trap latino', 'urbano latino']",0.786,0.854,0.0741,0.169,2.39e-05,0.522,117.994
El_Salvador,USA2P2357356,spotify:track:0R6NfOiLzLj4O5VbYSJAjf,['sad sierreno'],0.751,0.819,0.0409,0.255,0,0.697,131.842
El_Salvador,QZXD92300025,spotify:track:7s4emXHJwAuo5VvGBXmnBL,"['trap latino', 'urbano latino']",0.794,0.729,0.111,0.181,0,0.54,92.967
El_Salvador,QZ9QQ2400185,spotify:track:5LhI8m7n8xlQmNe3b7Rwis,"['corrido', 'corridos tumbados', 'musica mexicana', 'sad sierreno', 'sierreno']",0.732,0.873,0.0321,0.0449,0.000803,0.662,128.029
El_Salvador,USDXS2303230,spotify:track:6uIIdjYTxxpWOyWuVXrKQO,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",0.808,0.944,0.0408,0.183,1.11e-06,0.937,124.934
El_Salvador,USUG12305257,spotify:track:5RqSsdzTNPX1uzkmlHCFvK,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.841,0.738,0.307,0.52,0,0.484,169.918
El_Salvador,QZDYA1800087,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.835,0.679,0.0364,0.583,1.98e-06,0.85,124.98
El_Salvador,USUM72304895,spotify:track:1hZsWUnLbqRw09jLAMQSsb,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.858,0.665,0.152,0.126,0,0.659,100.09
El_Salvador,US3DF2417042,spotify:track:1C84d9abZVKWHT2YYpoean,"['corrido', 'corridos tumbados', 'norteno', 'sad sierreno', 'sierreno']",0.786,0.786,0.0512,0.445,2.12e-06,0.611,100.123
El_Salvador,DGA062382895,spotify:track:0O3U5iwTbiXCREMkvotJuN,['musica chihuahuense'],0.616,0.834,0.0664,0.06,0,0.746,151.701
El_Salvador,USUM72222552,spotify:track:505v13epFXodT9fVAJ6h8k,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.912,0.7,0.068,0.163,0,0.535,106.981
El_Salvador,USSD12300400,spotify:track:4bw8mcDUSRWfQo63ZTYRnU,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.909,0.762,0.0643,0.434,0,0.843,101.987
El_Salvador,USWL12302952,spotify:track:7iUtQNMRB8ZkKC4AmEuCJC,"['reggaeton', 'trap latino', 'urbano latino']",0.8,0.738,0.0691,0.372,0.00877,0.267,103.008
El_Salvador,MXUM70801426,spotify:track:4MNfkZ8dtva3cjJ2biqnDS,"['grupera', 'musica mexicana']",0.596,0.573,0.0285,0.192,0,0.417,78.554
El_Salvador,USB270910134,spotify:track:2ItA7kOg5NH6AygzU30sEv,"['reggaeton', 'urbano latino']",0.714,0.714,0.0732,0.543,0,0.951,83.997
El_Salvador,NLE3U2400002,spotify:track:5oYVxFt2k4SkVp6wzVsFWN,"['alternative r&b', 'art pop', 'escape room', 'persian electronic']",0.767,0.72,0.0659,0.0877,0.00105,0.552,139.995
El_Salvador,USSD12300302,spotify:track:2kz1YOhJiNubjigR1gB1VX,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",0.845,0.795,0.0681,0.343,1.78e-05,0.681,94.969
El_Salvador,USUM72215366,spotify:track:2CeKVsFFXG4QzA415QygGb,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.865,0.573,0.0678,0.0863,0,0.563,94.999
El_Salvador,USSD12100779,spotify:track:6mmPpaltUZK7xjNlBPQQ0p,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",0.869,0.694,0.0783,0.356,0.00125,0.511,90.02
El_Salvador,USUM72211935,spotify:track:0T2pB7P1VdXPhLdQZ488uH,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.709,0.56,0.171,0.034,0,0.541,170.082
EAU,USUM72403305,spotify:track:2qSkIjg1o9h3YT9RAgYN75,['pop'],0.701,0.76,0.0285,0.107,6.54e-05,0.69,103.969
EAU,USUG12400910,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.898,0.472,0.0776,0.0107,0,0.214,101.061
EAU,QM24S2402528,spotify:track:7fzHQizxTqy8wTXwlrgPQQ,['chill abstract hip hop'],0.849,0.699,0.0436,0.0982,0.000215,0.927,138.003
EAU,QZL382406049,spotify:track:6XjDF6nds4DE2BBbagZol6,['reggaeton chileno'],0.791,0.499,0.0509,0.446,2.41e-05,0.669,99.986
EAU,QZJ842400387,spotify:track:2GxrNKugF82CnoRFbQfzPf,[],0.599,0.946,0.0447,0.000938,0.0106,0.747,151.647
EAU,INT202404391,spotify:track:1a1xLj9W8libnO9PvJf6ao,['mollywood'],0.783,0.817,0.124,0.232,3.2e-06,0.553,138.002
EAU,USUM72317276,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,['pop'],0.645,0.646,0.0427,0.0615,3.04e-05,0.295,115.842
EAU,USUM72401991,spotify:track:629DixmZGHc7ILtEntuiWE,"['art pop', 'pop']",0.893,0.4,0.0643,0.0452,0.0823,0.945,124.987
EAU,GBKPL2205058,spotify:track:3qhlB30KknSejmIvZZLjOD,"['pov: indie', 'psychedelic pop']",0.689,0.454,0.0584,0.0351,0.00259,0.912,159.982
EAU,IEACJ2300335,spotify:track:5Z0UnEtpLDQyYlWwgi8m9C,"['irish singer-songwriter', 'modern rock', 'pov: indie']",0.741,0.62,0.0412,0.0295,0.000809,0.934,117.038
EAU,USUM72401988,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj,"['art pop', 'pop']",0.7,0.425,0.0529,0.144,0.879,0.521,110.015
EAU,USUG12401028,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,['pop'],0.504,0.386,0.0308,0.502,1.53e-05,0.281,192.004
EAU,USSM12305010,spotify:track:42VsgItocQwOQC3XWZ8JNA,"['rap', 'slap house']",0.569,0.882,0.06,0.0316,0,0.201,148.038
EAU,USWB12307016,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,['singer-songwriter pop'],0.472,0.471,0.0603,0.151,0,0.219,105.029
EAU,USSM12402041,spotify:track:2tudvzsrR56uom6smgOcSf,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",0.814,0.676,0.231,0.00709,1.28e-05,0.312,162.012
EAU,USUG12303881,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.264,0.64,0.0442,0.0393,2.31e-06,0.19,84.828
EAU,USUG12402839,spotify:track:77DRzu7ERs0TX3roZcre7Q,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.831,0.643,0.11,0.046,0,0.142,139.948
EAU,INS182400369,spotify:track:5zCnGtCl5Ac5zlFHXaZmhy,"['filmi', 'modern bollywood']",0.428,0.413,0.0281,0.827,9.35e-06,0.355,79.646
EAU,USA2P2330093,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,['k-pop'],0.79,0.831,0.044,0.312,0,0.872,124.987
EAU,USRC12400216,spotify:track:1bjeWoagtHmUKputLVyDxQ,"['pop', 'r&b', 'rap']",0.411,0.619,0.0368,0.62,0,0.337,177.937
EAU,USUG11901472,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,['pop'],0.552,0.702,0.157,0.117,2.06e-05,0.564,169.994
EAU,USSM12402033,spotify:track:28drn6tQo95MRvO0jQEo5C,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",0.64,0.552,0.129,0.0215,0,0.112,144.941
EAU,USSM12305126,spotify:track:5aIVCx5tnk0ntmdiinnYvw,[],0.673,0.722,0.0755,0.0856,0,0.519,117.187
EAU,USRC12301932,spotify:track:3rUGC1vUpkDG9CZFHMur1t,['pop'],0.749,0.729,0.0321,0.261,0,0.816,111.004
EAU,INT202404456,spotify:track:18afrwnlrByAjhi3Ve0Ehn,['mollywood'],0.711,0.788,0.223,0.154,0.000596,0.426,146.968
Estonia,NL4TG2400001,spotify:track:0uHrMbMv3c78398pIANDqR,[],0.706,0.94,0.168,0.173,0.000349,0.479,160.068
Estonia,USSD12400112,spotify:track:5bi0gh89wRuH2OgjdAKFsb,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",0.725,0.709,0.129,0.321,0.000189,0.648,99.993
Estonia,DEUM72401182,spotify:track:1EjIXKhNHI00ZLMRpS8iz8,[],0.542,0.77,0.147,0.215,0,0.489,159.818
Estonia,EEUM72300054,spotify:track:43IB8nJZTAmlJi9eBAmTrJ,['estonian hip hop'],0.515,0.875,0.043,0.0292,1.61e-06,0.83,145.159
Estonia,QZJ842400387,spotify:track:2GxrNKugF82CnoRFbQfzPf,[],0.599,0.946,0.0447,0.000938,0.0106,0.747,151.647
Estonia,AT2DY2400003,spotify:track:5TswDbxMnxptgFTf6ZxvXQ,[],0.587,0.872,0.0342,0.00218,0.000937,0.577,128.037
Estonia,DE1FB2300037,spotify:track:7b8Z1GU2plJy3aASZTiolF,['german hip hop'],0.786,0.98,0.116,0.0161,0.000228,0.899,161.017
Estonia,QM24S2402528,spotify:track:7fzHQizxTqy8wTXwlrgPQQ,['chill abstract hip hop'],0.849,0.699,0.0436,0.0982,0.000215,0.927,138.003
Estonia,DEE862400427,spotify:track:48lxT5qJF0yYyf2z4wB4xW,[],0.788,0.936,0.301,0.0229,1.3e-06,0.844,151.019
Estonia,USUM72401988,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj,"['art pop', 'pop']",0.7,0.425,0.0529,0.144,0.879,0.521,110.015
Estonia,USUM72401991,spotify:track:629DixmZGHc7ILtEntuiWE,"['art pop', 'pop']",0.893,0.4,0.0643,0.0452,0.0823,0.945,124.987
Estonia,UKU932431069,spotify:track:1nuYw5614RF5tm7Byrigw5,[],0.763,0.954,0.0571,0.429,0.000472,0.319,139.999
Estonia,UAEO12300107,spotify:track:7n3Czk07KugPQOWuqCHDmF,"['ukrainian hip hop', 'ukrainian pop', 'ukrainian rock']",0.694,0.651,0.0342,0.321,0,0.251,114.037
Estonia,NLG661800442,spotify:track:4hFLAgCvQdngAtIhb3KaVI,[],0.8,0.828,0.194,0.0527,0.0181,0.811,74.994
Estonia,SEUM72301806,spotify:track:5L8C1PZGCpZf8STcN79H5j,"['norwegian pop', 'talentkonkurranse']",0.602,0.851,0.0506,0.042,0,0.342,117.001
Estonia,USUM72403305,spotify:track:2qSkIjg1o9h3YT9RAgYN75,['pop'],0.701,0.76,0.0285,0.107,6.54e-05,0.69,103.969
Estonia,USUG12400910,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.898,0.472,0.0776,0.0107,0,0.214,101.061
Estonia,USUM72401994,spotify:track:6dOtVTDdiauQNBQEDOtlAB,"['art pop', 'pop']",0.747,0.507,0.0358,0.2,0.0608,0.438,104.978
Estonia,USUM72401996,spotify:track:2prqm9sPLj10B4Wg0wE5x9,"['art pop', 'pop']",0.349,0.337,0.0407,0.29,0.172,0.0365,142.01
Estonia,TCAHL2394072,spotify:track:7qiEoVlFjb3KaytT2zgK1g,[],0.487,0.846,0.049,0.00705,0.285,0.16,130.008
Estonia,IEACJ2300335,spotify:track:5Z0UnEtpLDQyYlWwgi8m9C,"['irish singer-songwriter', 'modern rock', 'pov: indie']",0.741,0.62,0.0412,0.0295,0.000809,0.934,117.038
Francia,FR9W12422486,spotify:track:6IcsbETuviVu6UTiBTcxY4,[],0.788,0.627,0.0751,0.693,0,0.909,118.093
Francia,FRPZ92414500,spotify:track:6jElwivDtkQUv9QFGrdN26,"['french hip hop', 'pop urbaine', 'r&b francais']",0.709,0.736,0.186,0.534,0,0.659,127.851
Francia,QZL382406049,spotify:track:6XjDF6nds4DE2BBbagZol6,['reggaeton chileno'],0.791,0.499,0.0509,0.446,2.41e-05,0.669,99.986
Francia,QMBZ92393247,spotify:track:1eldTykrnkEBLX41bk5eMw,[],0.793,0.583,0.247,0.106,1.07e-05,0.97,126.036
Francia,FRD8V2400040,spotify:track:3Zw66L4FvI9YUUx17OReRD,"['french hip hop', 'pop urbaine', 'r&b francais']",0.488,0.872,0.355,0.414,0,0.907,101.992
Francia,FR9W12353749,spotify:track:6yqwxY8qifBBhyryjZutxk,"['drill francais', 'french hip hop', 'pop urbaine', 'r&b francais', 'rap francais']",0.702,0.693,0.191,0.139,0,0.572,87.973
Francia,FRDZ22300550,spotify:track:4BVcVEp6Df9VQN5qFwxDn3,['french pop'],0.505,0.357,0.0332,0.155,0,0.211,141.948
Francia,USWB12307016,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,['singer-songwriter pop'],0.472,0.471,0.0603,0.151,0,0.219,105.029
Francia,FR8FB2407800,spotify:track:2fFTn0f94EopgZyfSGQuyK,"['french hip hop', 'french pop', 'r&b francais', 'rap conscient']",0.823,0.691,0.197,0.0774,1.73e-06,0.707,119.96
Francia,USRE12400063,spotify:track:1LY3GhF0zxIVgbYEQjCbUO,"['alternative metal', 'nu metal', 'rap metal', 'rock']",0.68,0.721,0.188,0.123,0,0.244,125.963
Francia,DGA0Q2392491,spotify:track:7wwQoJtPLBVeMIZlW11cp6,"['french hip hop', 'pop urbaine', 'rap marseille']",0.619,0.501,0.174,0.662,0.000808,0.623,97.419
Francia,FRPZ92402520,spotify:track:3KZN01EuBoqh04jyGXpnxr,"['french hip hop', 'pop urbaine', 'r&b francais']",0.828,0.706,0.278,0.44,0.000255,0.585,92.983
Francia,FRZ052400042,spotify:track:5Pzh42xn3oAXHh4U7tVHMr,['french pop'],0.464,0.528,0.0375,0.659,0,0.121,143.761
Francia,USWB12302315,spotify:track:17phhZDn6oGtzMe56NuWvj,[],0.561,0.604,0.0337,0.199,1.9e-05,0.242,159.92
Francia,FR9W12359160,spotify:track:01zsTmucc72th13AWj9HPf,"['french hip hop', 'pop urbaine', 'r&b francais', 'rap francais']",0.934,0.807,0.173,0.142,1.99e-05,0.878,127.967
Francia,QZJ842400387,spotify:track:2GxrNKugF82CnoRFbQfzPf,[],0.599,0.946,0.0447,0.000938,0.0106,0.747,151.647
Francia,FR9W12411763,spotify:track:037wIgLisUOMSRfLRrB38O,[],0.764,0.676,0.0385,0.151,0.00233,0.554,104.97
Francia,USUM72401988,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj,"['art pop', 'pop']",0.7,0.425,0.0529,0.144,0.879,0.521,110.015
Francia,NLZ542301810,spotify:track:0h3Xy4V4apMraB5NuM8U7Z,[],0.875,0.518,0.0551,0.0638,0.00995,0.37,126.089
Francia,USUM72401991,spotify:track:629DixmZGHc7ILtEntuiWE,"['art pop', 'pop']",0.893,0.4,0.0643,0.0452,0.0823,0.945,124.987
Francia,FR9W12410768,spotify:track:6zUuYG5WmHSHNoZQ13TiT2,"['french hip hop', 'pop urbaine', 'rap francais']",0.618,0.705,0.135,0.372,0,0.317,122.978
Francia,FR8FB2328300,spotify:track:6jDe94y1dbLDU53Q1NPxLH,"['french hip hop', 'pop urbaine', 'r&b francais']",0.447,0.61,0.188,0.316,0.000175,0.718,138.266
Francia,FREO92400060,spotify:track:4AaG82i74FxJqk7J9oKS8P,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']",0.672,0.642,0.327,0.0946,0,0.481,140.161
Francia,DGA082382912,spotify:track:3rIX5DA9rUk89KUOZdGFaN,"['french hip hop', 'pop urbaine']",0.663,0.792,0.147,0.374,0,0.684,151.975
Francia,FRPZ92417040,spotify:track:7GCU3DlRW3s65f6JjNBrM4,"['french hip hop', 'pop urbaine', 'rap francais']",0.75,0.868,0.0942,0.0972,6.56e-06,0.826,130.02
Germania,DEA622401272,spotify:track:16f4ZN6XOfrIO8fJkm28HM,['german pop'],0.857,0.687,0.0785,0.109,0.000577,0.531,99.969
Germania,QZJ842400387,spotify:track:2GxrNKugF82CnoRFbQfzPf,[],0.599,0.946,0.0447,0.000938,0.0106,0.747,151.647
Germania,FRX202445570,spotify:track:3pPMgoouYtezLiBTEeL9be,"['german hip hop', 'german r&b', 'german trap']",0.919,0.609,0.0633,0.129,0.000457,0.866,133.981
Germania,DEE862400427,spotify:track:48lxT5qJF0yYyf2z4wB4xW,[],0.788,0.936,0.301,0.0229,1.3e-06,0.844,151.019
Germania,QZL382406049,spotify:track:6XjDF6nds4DE2BBbagZol6,['reggaeton chileno'],0.791,0.499,0.0509,0.446,2.41e-05,0.669,99.986
Germania,USUM72401991,spotify:track:629DixmZGHc7ILtEntuiWE,"['art pop', 'pop']",0.893,0.4,0.0643,0.0452,0.0823,0.945,124.987
Germania,NL4TG2400001,spotify:track:0uHrMbMv3c78398pIANDqR,[],0.706,0.94,0.168,0.173,0.000349,0.479,160.068
